0 0.00456 0.00347 0.00329 0.00351 0.00262 0.00197 0.04274 0.00230 0.00175 0.05617 0.00136 0.00133 0.06814 0.00118 0.00103 0.00096 0.00097 0.00101 0.00101 0.00103 0.04177 0.00096 0.05645 0.00094 0.07233 0.01472 0.00138 0.00124 0.00725 0.12682 0.05418 0.02026 0.00140 0.00134 0.00702 0.00138 0.00153 0.00163 0.00154 0.06569 0.08299 0.00124 0.00117 0.15205 0.07065 0.00634 0.00127 0.00120 0.00134 0.00154
1 0.04956 0.04369 0.04226 0.04349 0.04463 0.04569 0.15119 0.04755 0.04838 0.13256 0.03975 0.03774 0.14519 0.04131 0.04282 0.04417 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
2 0.01322 0.01108 0.01034 0.01075 0.00757 0.00696 0.07113 0.00794 0.00840 0.05755 0.00758 0.00638 0.03767 0.00659 0.00777 0.00743 0.00788 0.00800 0.00842 0.00882 0.02886 0.00937 0.04201 0.01006 0.05702 0.01943 0.01097 0.01125 0.03419 0.04234 0.03869 0.02906 0.01249 0.01270 0.02303 0.01309 0.01326 0.01343 0.01856 0.04275 0.05089 0.01397 0.01407 0.03429 0.04527 0.01857 0.01442 0.01448 0.00000 0.00000
3 0.03744 0.02891 0.02187 0.02307 0.03003 0.01851 0.04535 0.01422 0.01236 0.02047 0.00855 0.00876 0.01458 0.00879 0.00727 0.00715 0.00833 0.00765 0.00934 0.00893 0.02849 0.00886 0.05369 0.00841 0.04231 0.02513 0.00796 0.00914 0.01443 0.03503 0.05424 0.02187 0.00832 0.00843 0.02964 0.00948 0.01251 0.00731 0.00691 0.02420 0.09851 0.00695 0.00763 0.04397 0.02741 0.02302 0.00841 0.00933 0.00809 0.00874
4 0.07366 0.04892 0.04014 0.03246 0.07510 0.03798 0.08592 0.03280 0.03545 0.06855 0.03884 0.04116 0.08356 0.04538 0.04730 0.05531 0.05086 0.05252 0.05410 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
5 0.05281 0.04972 0.05189 0.05392 0.05579 0.05752 0.21798 0.06062 0.06200 0.20772 0.06447 0.06557 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
6 0.10828 0.08105 0.08989 0.07855 0.08401 0.09825 0.15652 0.08308 0.08462 0.13575 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
7 0.08448 0.04759 0.09217 0.03969 0.04058 0.05313 0.03598 0.03665 0.03962 0.04474 0.04158 0.11241 0.04428 0.05316 0.10064 0.13330 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
8 0.05954 0.04789 0.03537 0.02734 0.05561 0.02342 0.07980 0.02038 0.02299 0.03889 0.02757 0.02418 0.04750 0.02921 0.03157 0.03262 0.03485 0.03696 0.04195 0.03900 0.07560 0.04284 0.12494 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
9 0.04223 0.04606 0.03144 0.03160 0.02893 0.02769 0.17835 0.02687 0.02491 0.14159 0.02575 0.02769 0.19687 0.03164 0.03284 0.03372 0.03521 0.03663 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
