record_24156,0.01546, 0.01377, 0.05712, 0.01213, 0.01719, 0.01306, 0.00671, 0.00637, 0.03068, 0.00573,0.00476, 0.04696, 0.03052, 0.02567, 0.05123, 0.14945, 0.00515, 0.00451, 0.00411, 0.00952,0.00417, 0.01648, 0.00472, 0.00727, 0.00420, 0.00429, 0.00860, 0.00390, 0.00392, 0.00439,0.00470, 0.00370, 0.00986, 0.00448, 0.01375, 0.03262, 0.00437, 0.07678, 0.11346, 0.00392,0.00414, 0.00433 ,0.00685 ,0.00418 ,0.00356 ,0.00355, 0.03455 ,0.01230 ,0.01021, 0.07668
record_11891,0.00364, 0.00298, 0.00228, 0.00213, 0.00168, 0.00143, 0.03993, 0.00265, 0.00120, 0.03107,0.00107, 0.00097, 0.04856, 0.00106, 0.00100, 0.00106, 0.00107, 0.00097, 0.00097, 0.00103,0.04213, 0.00087, 0.04549, 0.00092, 0.06972, 0.02621, 0.00108, 0.00098, 0.00301, 0.09381,0.03936, 0.02861, 0.00091, 0.00155, 0.01031, 0.00086, 0.00095, 0.00086, 0.00090, 0.08237,0.17721, 0.00084, 0.00092, 0.11084, 0.09851, 0.00960, 0.00107, 0.00118, 0.00111, 0.00107
