1127.0,0.4157303,0.3187500,1.0000000,0.2352941,1.0000000,0.6045455,1.0000000,0.1842105,0.0000000,0.5102740,1.0000000,0.1221823,1.0000000,0.1598513,1.0000000,0.3090909,1.0000000,0.6000000,1.0000000,0.0798371,1.0000000,0.1562777,1.0000000,0.2727273,1.0000000,0.1315068,1.0000000,0.3690476,1.0000000,0.2500000,1.0000000,0.1818182,1.0000000,0.3296703,0.0000000,0.3965844,1.0000000,0.6426426,1.0000000,0.1333333,1.0000000,0.5531915,1.0000000,0.1894563,1.0000000,0.0973154,1.0000000,0.3970588,1.0000000,0.0121212,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.6000000,0.0000000,0.5000000,1.0000000,0.6238218,1.0000000,0.0531915,1.0000000,0.0709091,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1364.0,0.4163913,0.3312500,1.0000000,0.0294118,1.0000000,0.5681818,1.0000000,0.1578947,0.0000000,0.5136986,1.0000000,0.1483175,1.0000000,0.1710037,1.0000000,0.3058824,1.0000000,0.5833333,1.0000000,0.1450102,1.0000000,0.2194978,1.0000000,0.1363636,1.0000000,0.0958904,1.0000000,0.4761905,0.0000000,0.0000000,1.0000000,0.1363636,1.0000000,0.3406593,0.0000000,0.4592030,1.0000000,0.6066066,1.0000000,0.0666667,1.0000000,0.5106383,1.0000000,0.1976936,1.0000000,0.0771812,1.0000000,0.4852941,1.0000000,0.0484848,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4000000,0.0000000,0.6666667,1.0000000,0.5969723,1.0000000,0.0265957,1.0000000,0.0590909,1.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1367.0,0.0594845,0.2750000,1.0000000,0.0294118,1.0000000,0.5818182,1.0000000,0.2105263,1.0000000,0.4726027,1.0000000,0.1489709,1.0000000,0.1431227,1.0000000,0.2449198,1.0000000,0.5250000,1.0000000,0.1625255,0.0000000,0.2644018,1.0000000,0.6363636,0.0000000,0.4410959,0.0000000,0.4523810,1.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.2417582,1.0000000,0.3377609,1.0000000,0.5885886,1.0000000,0.1333333,1.0000000,0.4361702,0.0000000,0.1663921,0.0000000,0.0134228,0.0000000,0.3382353,1.0000000,0.2484848,0.0000000,0.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.6000000,0.0000000,0.3333333,1.0000000,0.5112825,1.0000000,0.0691489,1.0000000,0.1590909,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1456.0,0.5327165,0.2687500,1.0000000,0.0000000,1.0000000,0.7568182,1.0000000,0.2105263,1.0000000,0.3750000,1.0000000,0.2518785,0.0000000,0.1617100,1.0000000,0.2310160,1.0000000,0.6416667,1.0000000,0.0012220,0.0000000,0.2070901,1.0000000,0.2272727,1.0000000,0.1424658,1.0000000,0.0238095,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.2307692,1.0000000,0.3301708,1.0000000,0.6816817,1.0000000,0.2000000,1.0000000,0.9148936,0.0000000,0.1466227,0.0000000,0.0033557,0.0000000,0.3382353,1.0000000,0.2121212,0.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.8000000,0.0000000,0.5000000,1.0000000,0.5969723,1.0000000,0.0265957,1.0000000,0.0409091,1.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1556.0,0.5657634,0.1875000,1.0000000,0.0294118,1.0000000,0.5772727,1.0000000,0.1842105,0.0000000,0.5205479,1.0000000,0.1192421,1.0000000,0.1914498,1.0000000,0.2085561,1.0000000,0.6333333,1.0000000,0.0236253,0.0000000,0.1155096,1.0000000,0.5454545,0.0000000,0.1917808,1.0000000,0.1666667,0.0000000,0.0000000,1.0000000,0.1818182,1.0000000,0.1978022,1.0000000,0.2504744,1.0000000,0.6216216,1.0000000,0.1333333,1.0000000,0.6808511,1.0000000,0.2158155,1.0000000,0.0771812,1.0000000,0.2794118,1.0000000,0.1454545,0.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4000000,0.0000000,0.6666667,1.0000000,0.4541560,1.0000000,0.1223404,1.0000000,0.1000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1705.0,0.2293457,0.2312500,1.0000000,0.0294118,1.0000000,0.5295455,1.0000000,0.2894737,1.0000000,0.5496575,1.0000000,0.2113688,1.0000000,0.1375465,1.0000000,0.2855615,1.0000000,0.5166667,1.0000000,0.0631365,1.0000000,0.2192024,1.0000000,0.2727273,1.0000000,0.1780822,1.0000000,0.2261905,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.2967033,0.0000000,0.3624288,1.0000000,0.5915916,1.0000000,0.2000000,1.0000000,0.7340426,0.0000000,0.1861614,1.0000000,0.0000000,0.0000000,0.3970588,1.0000000,0.1515152,0.0000000,1.0000000,0.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4000000,0.0000000,0.0000000,1.0000000,0.6255356,1.0000000,0.0212766,1.0000000,0.0681818,1.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1756.0,0.1381362,0.2750000,1.0000000,0.0294118,1.0000000,0.5386364,1.0000000,0.1578947,0.0000000,0.5273973,1.0000000,0.0163345,0.0000000,0.1449814,1.0000000,0.5978610,0.0000000,0.5666667,1.0000000,0.1026477,0.0000000,0.2023634,1.0000000,0.3636364,0.0000000,0.0630137,0.0000000,0.3690476,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.3846154,0.0000000,0.3681214,1.0000000,0.5825826,1.0000000,0.1333333,1.0000000,0.5744681,0.0000000,0.1845140,1.0000000,0.0436242,1.0000000,0.3970588,1.0000000,0.0000000,1.0000000,0.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.6000000,0.0000000,0.5000000,1.0000000,0.5684090,1.0000000,0.0265957,1.0000000,0.1545455,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1780.0,0.7343027,0.2437500,1.0000000,0.0588235,1.0000000,0.5454545,1.0000000,0.2368421,1.0000000,0.5547945,1.0000000,0.0823260,1.0000000,0.1208178,0.0000000,0.2245989,1.0000000,0.8750000,1.0000000,0.0883910,1.0000000,0.1137371,1.0000000,0.1818182,1.0000000,0.0602740,1.0000000,0.5119048,0.0000000,0.0000000,1.0000000,0.1363636,1.0000000,0.2307692,1.0000000,0.3396584,1.0000000,0.9369369,1.0000000,0.1333333,1.0000000,0.7127660,1.0000000,0.2026359,1.0000000,0.0503356,1.0000000,0.3676471,1.0000000,0.0484848,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.6000000,0.0000000,0.5000000,1.0000000,0.4827192,1.0000000,0.0212766,1.0000000,0.0409091,1.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1783.0,0.3787178,0.5187500,1.0000000,0.0294118,1.0000000,0.6636364,1.0000000,0.2105263,1.0000000,0.5342466,1.0000000,0.0251552,0.0000000,0.1524164,1.0000000,0.2021390,1.0000000,0.6666667,1.0000000,0.0965377,1.0000000,0.0726736,1.0000000,0.5000000,0.0000000,0.1287671,1.0000000,0.7380952,0.0000000,0.0000000,1.0000000,0.0909091,1.0000000,0.2417582,1.0000000,0.5711575,1.0000000,0.7267267,1.0000000,0.0666667,1.0000000,0.2021277,0.0000000,0.1927512,1.0000000,0.0335570,1.0000000,0.5882353,1.0000000,0.0303030,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4000000,0.0000000,0.5000000,1.0000000,0.4541560,1.0000000,0.0531915,1.0000000,0.0909091,1.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1996.0,0.2273629,0.1812500,1.0000000,0.0588235,1.0000000,0.5136364,1.0000000,0.2105263,1.0000000,0.5325342,1.0000000,0.1685724,1.0000000,0.1431227,1.0000000,0.4641711,0.0000000,0.5000000,1.0000000,0.1018330,1.0000000,0.1985229,1.0000000,0.0909091,1.0000000,0.0657534,1.0000000,0.3809524,1.0000000,0.0000000,1.0000000,0.0454545,1.0000000,0.4615385,0.0000000,0.2618596,1.0000000,0.5615616,1.0000000,0.1333333,1.0000000,0.6276596,1.0000000,0.1845140,1.0000000,0.0201342,1.0000000,0.2941176,1.0000000,0.0606061,0.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.6000000,0.0000000,0.3333333,1.0000000,0.5684090,1.0000000,0.0106383,1.0000000,0.0863636,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
