5342,0.60,45,10.43
5346,1.68,44,8.58
536,2.48,43.26,18.38
5368,0.69,42,13.71
5371,1.79,44,10.43
5372,6.16,38,7.36
5379,6.01,39,11.38
5383,7.83,45,10.04
5389,2.13,39,8.89
5439,0.84,44,14.20
544,0.68,42.62,8.40
5449,0.16,40,9.91
5450,0.15,42,15.17
5452,0.53,41,10.57
5463,3.88,40,10.41
548,1.38,38.9,5.92
5548,0.67,43,6.48
5564,2.53,43,8.21
5565,1.38,38,8.43
5569,6.19,41,9.87
5578,10.62,41,5.61
559,0.14,41.49,27.37
562,11.48,41.43,6.77
5660,1.48,40,14.69
5667,11.02,47,10.11
5668,0.39,46,7.19
5671,5.91,41,4.67
569,0.50,46.28,11.62
574,0.39,42.07,9.60
5764,0.13,39,12.02
5774,4.67,43,5.54
5778,0.74,46,16.81
5782,0.15,44,9.27
5783,6.83,41,5.21
5785,0.67,50,10.54
5786,5.36,41,7.45
580,3.87,29.89,7.25
588,10.33,46.26,7.28
5943,0.58,38,16.03
5954,1.00,41,12.59
5958,8.52,42,10.63
6018,0.09,41,12.68
6050,1.08,45,12.49
6076,9.06,42,5.71
6084,1.68,43,9.27
609,4.08,37.83,7.19
6095,3.62,39,9.86
6100,4.21,42,7.73
614,1.13,37.42,20.00
615,3.95,48.82,11.75
6163,0.30,47,19.02
617,0.65,44.11,5.67
619,4.73,44.93,13.20
6214,0.88,47,13.05
6218,3.05,46,8.38
622,0.13,40.81,11.04
6229,5.65,46,6.27
624,7.04,43.85,7.33
6270,0.27,43,0
6287,1.67,40,14.70
6299,6.53,47,6.03
6301,5.68,38,5.64
6309,0.21,46,15.26
6310,1.07,42,9.02
6351,6.85,35,5.06
637,5.17,41.66,3.92
6378,1.17,42,9.61
6394,0.11,46,17.55
6415,1.26,48,11.82
646,1.52,49.7,12.35
648,5.90,46.93,9.36
6490,1.19,42,7.23
6506,1.63,42,7.60
6507,4.18,43,3.95
6518,1.13,41,19.07
6533,9.97,43,5.71
6563,0.63,33,13.97
6605,3.39,40,10.97
6628,2.11,32,17.53
665,10.29,38,7.08
667,0.41,44.34,13.58
6682,1.25,44,5.98
669,3.45,45.21,9.59
6699,4.81,45,12.16
6796,0.90,49,9.85
6832,0.19,43,9.12
705,6.39,39.55,10.70
723,11.90,43.34,5.95
734,4.30,40.06,7.70
739,0.19,35.5,9.73
748,0.85,37.6,12.06
758,0.25,41.1,26.42
768,4.62,39.04,9.16
773,0.10,43.46,17.70
774,0.40,40.52,6.57
787,7.69,40.43,3.92
796,2.83,44.15,21.87
801,1.32,45.04,7.36
809,3.26,39.4,6.27
817,9.50,44.56,8.01
861,6.71,44.44,5.28
871,4.06,40.54,5.89
874,2.49,45.53,7.93
877,5.25,44.87,9.82
884,1.58,43.11,6.34
890,4.17,32.49,10.59
926,1.61,50.61,5.44
935,3.85,41.13,7.20
990,4.67,39.86,3.87
993,2.48,37.47,10.96
995,1.71,42.12,6.55
10058,7.18,39.03,10.71
10064,0.72,0,5.33
10139,0.97,44.67,7.41
10152,8.71,47.2,4.58
10156,4.12,44.36,14.09
10159,4.16,41.59,9.23
10210,2.13,38.74,13.34
10229,4.24,43.03,5.80
10237,0.19,42.3,9.10
10242,0.15,41.8,9.25
10244,0.93,40.24,7.83
10250,2.01,44.78,9.05
10305,3.77,50.41,6.59
10312,1.38,43.78,10.46
10313,2.52,39.33,10.05
10316,0.19,41.22,16.39
10317,3.24,34.68,7.36
10321,7.08,40.58,10.25
10324,2.25,48.23,9.66
10326,2.67,44.99,7.83
10333,7.93,39.22,5.71
10375,3.88,43.22,13.53
10377,1.93,35.38,7.16
10382,0.23,46.52,16.06
10388,4.61,47.64,4.57
10405,6.46,40.44,8.45
10433,1.74,44,12.96
10434,3.80,4.49E+01,6.17
10439,2.36,46.1,6.42
10445,3.12,49.93,11.63
10477,3.05,47.1,8.64
10510,7.53,40.66,6.94
10522,4.53,44.94,13.31
10567,4.96,37.31,9.41
10583,6.27,41.1,6.17
10601,0.16,40.2,9.54
10606,0.48,39.65,10.50
10670,5.21,40,5.99
10672,5.09,49.1,8.28
10681,2.09,40,9.68
10684,0.21,42,11.34
10717,3.91,46.29,12.38
10792,6.17,0,9.07
10802,6.43,0,7.43
10804,3.27,0,8.97
10805,0.51,0,11.23
10812,3.15,0,9.22
10813,2.66,0,7.33
10815,2.48,0,7.32
10816,9.52,0,8.53
10817,3.22,0,11.33
10819,0.76,0,8.88
10822,6.19,0,6.69
10880,0.61,46.6,10.84
10899,12.74,41,6.64
10904,1.47,43,6.87
10987,4.80,42.61,11.34
10992,0.84,44.2,15.18
10994,3.23,43.4,6.99
10996,0.63,47.78,10.14
11001,0.37,47.78,11.70
11010,0.67,35.9,7.61
11012,3.13,47.8,6.86
11021,2.50,43.2,7.34
11083,3.36,41.78,11.95
11087,0.34,42.8,4.25
11094,0.23,37.4,9.62
11099,1.09,43.42,22.38
11103,2.24,47.86,10.08
11105,1.62,38.5,8.23
11162,0.62,38.6,20.19
11189,0.16,36.27,13.46
11204,1.73,40.21,9.35
11248,0.97,40.62,9.01
11348,0.82,44.08,10.05
11350,7.77,47,12.91
5653,0.15,38,8.83
6186,0.48,40,13.89
6305,0.89,38,9.17
6618,5.64,39,11.15
6685,6.10,45,17.25
6707,3.15,40,9.73
6743,7.30,40,10.55
6804,1.62,43,9.31
6895,1.77,35,13.12
6919,2.90,36,5.47
6922,0.25,43,13.23
6974,3.11,44,6.99
6975,1.58,42,13.43
6982,0.66,47,13.73
6990,0.21,41,6.66
7076,5.07,41,6.25
7130,1.12,43,8.75
7134,1.06,46,13.19
7142,3.21,45,8.54
7169,11.28,42,6.21
7175,0.53,42,14.77
7176,3.27,43,5.50
7180,6.59,39,9.63
7186,5.22,45,7.46
7212,0.11,40,8.63
7225,0.16,45,13.81
7240,2.16,45,4.40
7272,1.50,40,9.79
7281,7.12,38,5.70
7285,3.34,42,2.24
7288,4.46,45,14.77
7297,0.41,48,7.70
7306,2.99,42,6.49
7307,0.79,49,12.00
7367,2.45,41,6.50
7371,1.78,47,11.97
7376,0.29,45,11.77
7378,5.62,40,5.25
7389,0.86,41,8.18
7422,3.16,41,10.04
7461,3.82,46,5.29
7463,2.56,44,9.31
7472,1.59,39,10.70
7479,1.59,36,11.41
7481,0.34,47,12.98
7554,5.42,42,7.73
7591,0.35,44,5.66
7623,4.07,41,6.57
7626,3.19,44,8.48
7627,0.16,42,9.95
7641,1.75,39,7.39
7646,3.35,45,5.10
7702,0.39,41,5.65
7710,1.02,40,10.91
7717,2.88,47,11.39
7736,0.16,43,8.76
7737,4.21,43,13.54
7742,0.16,44,13.58
7746,3.07,43,4.33
7758,0.59,46,11.44
7768,2.34,42,7.44
7770,1.37,41,10.07
7784,1.41,48,9.18
7787,2.06,49,7.34
7809,0.48,44,12.48
7815,4.70,51,10.88
7816,2.91,40,12.64
7818,3.30,41,6.26
7820,11.03,47,7.32
7907,4.55,43,5.04
7909,6.13,40,5.13
7910,3.79,43,6.79
7915,0.95,45,11.77
7917,1.07,44,11.64
7931,3.45,41,10.13
7965,3.63,41,10.56
7981,4.67,39,10.07
7994,6.15,49,15.62
8006,0.39,38,10.14
8051,0.12,35,9.50
8054,0.59,39,14.91
8056,0.12,37,17.63
8059,4.21,38,5.69
8063,5.23,43,8.49
8075,0.85,48,8.21
8100,0.18,42,7.37
8113,1.45,41,16.00
8123,0.56,43,7.10
8147,0.47,46,4.61
8179,7.12,39,8.77
8187,3.40,44,9.38
8215,0.13,38,7.84
8216,0.35,45,6.53
8217,3.85,46,5.30
8231,0.32,46,6.98
8264,5.31,39,7.34
8267,3.11,37,10.48
8305,0.94,43,11.43
8307,0.61,48,10.11
8310,2.14,32,6.51
8331,2.17,43,5.63
8332,6.14,48,9.32
8346,0.55,45,23.97
8347,2.15,48,13.49
8356,1.17,45,11.77
8362,6.81,38,6.09
8363,3.10,43,11.84
8377,2.50,41,7.68
8384,1.90,41,8.93
8385,0.97,42,6.06
8393,3.10,46,4.67
8394,3.60,41,9.84
8396,7.73,46,6.73
8399,0.09,39,19.72
8400,0.13,39,10.49
8404,10.56,48,8.30
8413,4.22,50,8.71
8422,5.60,45,15.84
8442,0.16,43,6.38
8463,2.23,40,15.86
8464,0.73,47,10.34
8470,1.28,40,10.84
8473,0.98,48,8.80
8517,1.59,45,3.65
8526,1.52,43,9.24
8533,6.67,39,13.73
8582,3.35,43,10.60
8588,1.10,46,10.98
8590,3.74,47,8.41
8598,0.73,41,8.42
8600,3.46,38,0
8621,1.15,48,10.73
8625,0.46,44,18.64
8632,8.25,38,5.32
8659,0.95,44,11.70
8668,3.25,42,8.28
8689,6.84,41,5.09
8696,1.03,45,5.84
8711,1.42,40,7.96
8720,0.72,44,12.41
8731,4.91,43,7.55
8733,0.45,44,7.21
8735,0.61,45,7.92
8736,1.87,0,5.79
8745,2.06,42,4.65
8752,7.04,38,7.12
8760,1.56,44,9.11
8816,0.48,47,5.06
8831,6.19,42,5.13
8837,2.61,43,6.60
8883,0.25,37,6.02
8892,2.65,38,9.88
8896,0.47,38,18.00
8901,7.98,38,8.06
8917,8.72,40,11.80
8953,1.74,47,12.41
8968,7.82,27,13.73
8980,3.79,47,6.60
8981,0.19,39,14.98
8987,4.90,43,7.25
8989,0.33,46.1,10.93
9023,0.50,44.99,8.98
9031,4.06,0.34,7.59
9032,1.62,41,12.70
9036,9.29,39,7.56
9040,0.12,41,5.55
9045,4.07,44.4,6.25
9077,0.29,39,9.25
9093,3.25,50,7.26
9098,4.67,42,14.53
9108,1.94,41,7.10
9111,2.32,45,6.72
9136,1.68,47,19.74
9142,3.16,40,6.35
9145,0.25,40.77,11.29
9154,0.75,44,13.11
9156,5.24,39,5.40
9157,0.60,0,6.28
9165,0.14,41,4.46
9187,1.44,47,9.68
9234,0.16,41,6.61
9247,2.19,44,9.92
9252,0.92,46,11.81
9273,5.46,40.16,7.15
9275,8.15,38.68,11.69
9276,3.44,44.34,4.35
9277,0.21,44.23,7.71
9282,1.98,51.31,6.17
9285,3.05,42.96,8.41
9286,7.43,40.45,6.14
9288,3.74,37.9,8.53
9295,3.54,39.75,10.63
9306,1.84,42.49,10.41
9307,2.18,46.2,14.82
9312,4.75,46.72,11.19
9315,4.39,36.81,15.03
9347,13.23,44.97,5.05
9348,4.15,44.37,5.93
9349,2.60,42.3,8.80
9350,0.74,40.7,12.69
9388,0.18,43.07,20.49
9390,3.11,38.42,10.31
9397,4.22,42.15,9.32
9398,0.11,35.73,19.51
9422,9.94,46.3,7.22
9430,2.44,40.69,4.50
9474,6.01,32.43,12.98
9478,4.03,41.27,11.67
9487,1.16,0,11.99
9492,3.29,45.54,3.91
9558,6.73,35.55,8.31
9560,6.07,43.76,6.69
9580,0.29,45.83,12.70
9583,6.87,37.96,8.97
9640,4.26,37.15,10.91
9649,3.73,35.53,8.52
9650,0.68,43.41,11.42
9654,7.37,41.57,6.92
9655,1.73,41.82,8.79
9657,0.13,41.78,5.79
9671,0.56,48.27,11.80
9675,5.10,43.75,0
9680,0.85,49.62,9.41
9681,4.46,38.49,7.35
9684,0.63,37.7,9.62
9721,2.13,44.07,7.30
9734,3.33,40.84,8.54
9735,4.08,41.21,6.14
9738,2.91,48.15,8.18
9741,2.70,43.11,11.49
9746,4.83,46.1,8.23
9748,3.24,45.22,7.80
9758,1.61,41.35,12.22
9763,8.51,42.72,0
9798,1.32,41.1,7.67
9816,0.13,44.3,11.89
9821,1.34,40.4,10.87
9827,3.40,41.29,7.29
9886,3.98,39.32,9.00
9917,0.16,38.95,10.55
9930,0.28,41.46,18.70
9932,4.50,35.77,6.30
9947,0.25,42.62,10.52
9981,9.67,0.97,10.22
9985,8.07,43.3,6.66
9987,3.42,46.6,19.37
9991,3.39,38.3,7.50
9996,6.58,38.27,6.47
10444,6.80,33.9,13.98
10520,6.57,26.3,13.28
10586,0.09,35.92,15.54
10870,3.84,34.43,19.02
10965,0.74,45,8.55
10999,6.49,40.79,3.96
11009,1.96,46.74,5.71
11013,0.37,42.66,26.74
11049,2.67,36.45,5.89
11112,5.93,40.88,7.26
11142,5.06,37.3,7.71
11179,3.76,0,9.48
11181,5.12,37.8,6.75
11186,1.18,47.2,11.48
11202,1.73,41.4,10.48
11249,0.09,40.71,19.25
11250,7.05,43.4,8.14
11256,3.79,44.2,14.93
11257,1.08,38.6,8.74
11262,0.32,35,8.79
11265,2.83,42.6,11.09
11267,0.15,41.2,9.33
11270,3.93,41.3,13.20
11271,0.46,36.4,5.42
11336,0.59,46.6,8.15
11337,6.12,43.1,9.56
11344,2.37,44.52,7.73
11346,0.51,28.9,11.19
11347,3.53,44.4,4.32
11357,3.70,36.6,13.86
11366,8.33,42,7.28
11371,5.84,39,8.37
11383,3.35,44.23,11.08
11385,0.44,43.83,13.84
11393,3.80,45.22,10.77
11433,2.70,41.8,8.67
11438,0.41,41.2,8.07
11449,2.61,43.07,10.86
11455,2.49,42.64,6.31
11456,5.04,47.79,10.84
11460,6.16,41.7,6.99
11466,2.37,45.48,6.26
11470,0.16,44.25,5.69
11503,1.10,54.3,5.99
11528,0.28,42.69,7.48
11537,0.53,38.5,8.47
11539,0.81,44.2,11.27
11550,3.67,42.7,7.09
11558,1.85,45.1,11.59
11575,0.11,38.63,6.00
11578,6.57,0.26,9.25
11587,1.24,42.7,10.07
11602,2.46,40.47,9.30
11611,0.33,42.6,8.71
11645,0.21,0,7.70
11653,1.47,40.6,23.35
11654,4.27,41.8,8.18
11658,7.75,35.85,5.99
11664,1.09,43.71,11.95
11668,4.12,40.3,6.05
11698,4.82,38.4,11.71
11739,4.19,48.6,10.70
11740,3.26,41.72,9.62
11741,3.39,42.4,15.14
11742,1.40,47.5,10.17
11746,4.88,43.15,10.22
11750,2.88,46.91,6.50
11751,0.24,40.28,10.44
11758,1.64,41.8,20.15
11763,7.39,38.14,9.86
11767,3.24,42.8,6.13
11768,5.75,40.7,9.14
11769,3.04,50.8,7.32
11798,3.05,43.5,6.75
11805,3.31,44,13.73
11808,0.49,45.95,5.89
11810,0.67,50,9.62
11824,1.69,43.03,15.76
11847,0.73,43.5,10.47
11862,0.17,40.38,4.79
11890,1.28,41.27,6.62
11891,8.94,42.7,8.11
11894,0.25,42.4,8.59
11895,9.45,38.49,7.81
11899,0.84,47.6,14.66
11900,5.19,0.01,7.75
11901,0.81,45.41,15.24
11903,0.73,42.32,13.44
11907,1.22,37.99,12.04
11909,2.88,34.3,14.05
11957,5.45,40.06,6.75
11962,3.81,46.8,6.28
11967,3.93,44.9,9.34
11983,3.46,40.7,6.09
11991,5.61,38.19,14.34
11995,0.20,43.55,7.84
11998,0.31,41.1,11.01
12000,6.96,42.82,6.20
12001,0.56,45.3,5.80
12009,2.79,41.6,9.51
12015,2.45,41.7,16.94
12030,3.03,44.1,6.03
12033,2.05,40.8,6.12
12056,9.93,39.4,7.20
12072,2.73,47.4,10.40
12077,0.13,41.92,7.71
12081,1.27,44,5.43
12084,11.53,43.63,9.08
12087,5.06,38.68,12.50
12089,7.32,40.2,4.08
12091,1.80,46.9,6.40
12094,0.59,47.6,10.80
12100,2.53,43.34,9.78
12102,7.85,40.45,8.03
12120,3.32,45.6,8.47
12127,0.13,37.6,9.01
12137,3.44,43.7,4.23
12151,3.86,36.2,7.71
12161,1.37,42.7,12.04
12175,2.39,46.3,6.71
12177,3.93,40.73,9.36
12178,8.67,50.3,9.23
12179,5.21,41.2,8.32
12180,1.76,46,11.00
12182,3.39,42.36,10.75
12185,15.18,44,7.60
12188,0.40,38.7,19.12
12195,8.86,42.3,5.92
12201,6.69,40.21,11.08
12255,5.69,40.51,3.71
12265,0.22,32.92,18.81
12266,2.11,46.8,14.36
12269,3.87,37.46,21.84
12273,3.79,41.78,7.18
12281,3.55,43.2,7.15
12283,5.39,40.01,11.32
12286,6.41,39.1,6.04
12339,4.17,53,8.90
12341,9.85,43.5,3.65
12342,2.60,42.5,6.06
12343,1.83,44.78,7.87
12345,3.65,40.08,5.74
12346,2.50,39.91,7.17
12347,1.89,39.04,12.42
12386,0.18,37.66,12.59
12390,0.83,46.1,7.38
12397,6.44,37.08,5.17
12404,1.21,40.9,10.76
12409,0.75,41.02,7.02
12410,1.85,40.98,5.03
12427,2.78,0,7.87
12465,0.47,44.5,15.69
12471,8.01,39.27,6.16
12472,1.95,47.9,12.11
12520,10.20,47.8,7.24
12529,3.34,45.7,14.80
12550,3.98,39,8.28
12552,4.18,42.76,5.34
12562,7.99,35.7,7.78
12573,0.37,43.8,10.89
12583,6.30,43.29,7.30
12587,0.70,42.78,11.24
12589,3.25,39.41,7.04
12590,2.61,37.5,4.95
12617,0.58,40.4,9.00
12634,1.65,43.4,8.94
12645,0.41,42.8,9.84
12649,1.13,45.7,8.82
12663,2.64,41.34,9.06
12671,3.63,41.7,12.91
12674,0.95,0,15.34
12694,6.34,42.19,11.09
12747,2.77,35.16,9.04
12754,2.43,46,5.08
12761,4.91,46.7,9.90
12766,0.72,46.7,6.32
12780,0.69,40.73,12.25
12789,5.35,0.09,10.32
12790,2.74,39.66,7.07
12794,2.30,38.77,8.19
12795,4.30,0.09,14.99
12832,2.16,39.98,7.50
12849,3.00,40.7,9.48
12852,2.52,44.95,8.46
12859,0.46,39.76,8.13
12863,3.89,41.5,6.13
12866,0.86,44.5,5.12
12869,0.68,42.69,17.32
12883,2.40,46.15,12.03
12889,3.94,35.01,8.73
12893,0.86,41.56,20.31
12895,0.30,45.81,16.90
12910,4.37,37.84,13.99
12922,3.76,46.3,10.49
12941,2.39,44.9,11.51
12944,3.75,41.4,11.14
12949,0.53,38.5,10.11
12951,0.27,40.42,8.96
12954,5.05,40.6,4.72
12957,3.93,39.3,7.46
12972,3.08,35.1,10.70
12974,6.04,37.11,7.71
12976,4.30,35.23,9.01
12983,0.32,41.6,9.72
12996,6.67,0.07,9.62
12997,2.05,46.4,12.48
12998,2.15,49.8,11.31
13006,0.13,36,12.72
13007,0.81,42.7,6.67
13012,8.02,0.15,7.28
13013,0.65,48.9,8.97
13018,2.31,46.8,10.23
13020,3.70,47,7.08
13053,3.33,38.4,7.41
13066,8.48,40.74,0
13073,1.08,36.08,8.37
13076,3.96,30.97,8.10
13080,1.24,49.9,7.68
13084,2.27,39.5,10.04
13091,3.43,44.3,12.40
13157,0.76,39.6,11.64
13172,1.62,44.49,8.58
13175,0.23,44.3,11.27
13176,0.11,38.4,7.09
13177,4.79,42.01,5.06
13178,2.05,46.3,14.12
13182,5.24,33,8.77
13184,2.36,42.7,9.60
13188,0.28,39.83,6.56
13192,6.47,41.6,6.69
13201,10.91,37.7,4.13
13226,0.76,46.4,14.67
13238,0.85,39.1,8.38
13267,3.72,40.6,7.71
13274,0.18,41.1,13.64
13276,2.18,42.4,11.59
13293,0.24,0,16.06
13299,2.87,43,10.90
13311,2.28,42.7,3.98
13377,4.30,36.38,11.67
13380,0.97,39.8,12.86
13384,8.04,0.01,7.47
13385,0.58,47.5,9.32
13393,0.24,42.25,6.75
13394,1.56,38.8,10.64
13401,0.29,39.29,9.29
13405,5.43,45.97,4.98
13414,3.43,46.8,10.83
13415,0.65,39,10.94
13452,6.66,42,8.37
13458,1.07,42.3,13.05
13476,1.61,36.76,10.32
13479,5.00,42.38,8.38
13486,10.90,41.18,4.58
13487,2.35,49.3,12.20
13496,10.14,42.33,8.75
13497,1.82,37.52,10.95
13504,8.14,50,8.73
13540,7.19,43.3,5.38
13554,4.15,42.1,6.68
13568,1.26,44.09,10.78
13587,0.15,39.03,8.68
13625,2.06,45.9,9.95
13628,3.74,43.9,5.14
13633,4.59,40.62,6.33
13661,0.21,41.07,4.12
13665,0.95,51.44,7.35
13668,1.20,42.51,7.10
13694,1.02,45.3,9.00
13700,4.01,44.4,7.67
13798,4.67,36.87,8.28
13801,2.02,42.82,8.46
13804,3.86,42.2,10.10
13813,2.07,0,5.15
13815,3.46,49.37,5.63
13906,0.12,42.18,5.58
13909,1.53,39.04,5.22
13920,1.34,44,7.51
13921,1.10,38.07,7.65
13929,0.44,42.61,13.93
14207,3.59,46.7,7.85
12682,7.76,38.1,11.30
13272,0.92,32,13.90
13403,2.65,42.5,12.48
13410,0.44,42.36,14.39
13453,6.24,37.6,7.83
13472,4.98,44.9,8.51
13550,6.39,42.1,8.59
13557,0.42,43.1,11.54
13561,2.82,0,7.20
13591,1.28,40.4,11.82
13631,10.25,0.08,6.85
13636,5.01,41.4,6.95
13639,5.87,36.3,8.34
13641,8.67,42,5.21
13642,7.71,42.11,8.49
13698,1.16,39.1,9.59
13702,2.61,36.3,10.61
13770,9.05,43.3,6.92
13792,0.99,42.39,9.62
13806,2.07,40.8,11.46
13808,1.69,41.1,11.88
13818,8.66,36.2,9.99
13859,0.16,31.7,7.54
13866,0.97,38.4,5.71
13879,8.97,40.8,5.33
13897,1.42,46.7,9.35
13904,4.20,43.58,9.50
13910,3.95,45.62,11.44
13912,6.67,41.4,5.32
13923,2.02,35.36,6.04
13926,7.06,36.44,6.04
13930,2.25,35.5,6.83
13931,7.38,41.92,7.73
14008,4.16,44.8,5.19
14010,1.16,30.2,6.50
14012,0.15,38.26,5.87
14017,1.26,43,6.00
14019,2.24,43.5,9.95
14021,3.57,39.4,8.14
14029,0.83,43.47,13.16
14030,4.45,44.73,4.54
14033,1.12,49.9,10.71
14037,6.24,41.1,6.35
14079,3.53,41.7,6.22
14093,2.03,39.6,14.54
14112,2.46,45.28,9.05
14115,2.48,37.59,8.00
14122,3.73,42.19,6.33
14125,1.34,44.54,9.09
14141,4.07,39.49,6.60
14179,2.13,46,7.19
14184,0.81,42,6.13
14185,0.41,32.6,6.71
14186,3.81,41.74,7.97
14188,0.62,40.72,10.81
14193,0.32,45.3,9.37
14195,1.50,48.8,9.91
14199,10.11,40.6,8.05
14208,3.33,47.53,10.35
14210,0.29,46.98,6.98
14211,4.99,37.5,6.99
14219,10.98,42.2,8.99
14241,0.28,45.5,8.15
14250,0.35,42.83,8.77
14256,0.20,42.32,5.81
14260,3.86,41.85,6.16
14262,1.65,44.6,7.06
14284,2.34,37.93,7.16
14314,2.71,45,10.64
14316,1.81,39.73,5.13
14317,0.61,44.5,8.43
14324,0.25,45.27,5.71
14325,0.25,38.38,8.08
