1025,70
1025,44
1025,59
1054,18
1054,47
1103,44
1104,53
1104,59
1109,37
1109,39
1109,27
1109,17
1109,14
1127,55
1127,66
1127,60
1139,62
1139,61
1139,76
1139,73
1139,81
1163,74
1163,29
1168,26
1168,31
1172,34
1172,45
1172,32
1173,38
1211,69
1211,54
1211,42
1211,38
1211,57
1211,70
1211,67
1212,39
1212,14
1213,28
1213,37
1213,23
1217,18
1217,14
1224,19
1224,24
1263,42
1263,10
1263,19
1263,17
1271,14
1275,67
1275,39
1276,19
1276,39
1281,43
1281,56
1281,32
1281,47
1281,47
1281,73
1352,48
1364,51
1364,74
1364,59
1367,29
1367,44
1431,50
1431,45
1456,89
1456,51
1464,44
1464,35
1465,39
1465,35
1516,81
1516,29
1517,50
1517,48
1556,68
1556,63
1556,67
1556,65
1618,34
1618,77
1650,16
1650,15
1658,39
1658,53
1670,26
1670,39
1670,26
1687,55
1687,35
1688,27
1688,42
1702,13
1705,72
1705,23
1756,57
1756,11
1756,28
1780,70
1780,48
1783,22
1783,28
1783,75
1784,85
1784,70
1821,62
1821,56
1830,91
1830,34
1894,25
1935,20
1935,6
1944,13
1956,48
1956,38
1956,57
1969,21
1969,53
1994,67
1994,56
1994,75
1996,62
1996,40
1996,64
2046,65
2058,33
2058,35
2062,41
2062,44
2062,64
2063,30
2063,59
2063,34
2063,33
2124,71
2124,58
2133,8
2133,14
2138,65
2145,86
2145,83
2145,83
2145,77
2145,83
2145,88
2145,83
2145,85
2145,82
2156,44
2156,79
2210,19
2218,70
2218,61
2218,69
2219,13
2219,10
2290,47
2291,58
2292,29
2297,62
2366,13
2366,26
2369,14
2371,35
2371,67
2371,32
2371,26
2371,34
2371,25
2387,71
2387,88
2387,82
2387,65
2387,72
2397,61
2397,50
2399,62
2399,80
2399,90
2399,68
2399,87
2400,59
2400,62
2400,62
2401,22
2401,16
2420,44
2420,55
2420,58
2420,52
2453,81
2551,74
2551,28
2587,69
2664,16
2665,12
2665,53
2666,58
2667,44
2667,68
2674,24
2739,64
2739,80
2739,55
2739,79
2760,42
2782,80
2836,44
2836,14
2847,36
2847,15
2919,38
2919,61
2921,37
2923,22
2923,17
2924,51
2924,67
2924,35
2951,30
2951,81
2964,19
2964,17
2968,54
2968,48
2969,26
2969,42
3018,48
3018,33
302,58
302,58
302,66
302,66
302,68
302,68
302,48
302,48
302,48
3031,43
3031,53
3085,7
3085,25
3111,34
3111,84
3111,51
3111,74
3114,41
3114,41
3114,52
3204,52
3204,39
3209,24
3209,27
3216,54
3216,71
3219,40
3221,54
3221,48
3221,46
3294,18
3294,20
3294,21
3294,28
3315,36
3315,21
3382,61
3382,70
3382,70
3382,49
3389,19
3389,41
3390,10
3390,29
3394,37
3399,72
3399,55
3399,70
3399,65
3461,64
3461,56
3490,61
3490,49
3528,38
3528,38
3531,57
3531,56
3531,46
3558,38
3558,16
3561,36
3561,34
3561,34
3561,18
3570,23
3570,27
3570,39
3583,63
3583,53
3598,61
3598,50
3675,25
3675,42
3675,66
3682,29
3689,13
3689,20
3694,41
3706,43
3706,31
3768,73
3768,48
3768,54
3769,34
3769,34
3769,18
3776,28
3787,28
3787,47
3853,56
3853,43
3864,58
3864,59
3867,54
3867,39
3946,61
3960,54
3971,62
3972,34
3972,48
3974,27
3974,63
3976,35
3976,60
4063,69
4063,70
4086,94
4092,12
4139,52
4139,45
417,22
417,22
4177,84
4177,16
4185,69
4185,14
4185,20
4201,66
4201,52
4204,79
4204,70
4211,43
4211,43
4289,48
4289,61
4289,78
4290,33
4290,42
4292,39
4299,39
4299,37
4303,72
4315,44
4315,27
4323,28
436,10
436,10
436,42
436,42
4404,43
4404,38
4404,73
4406,32
4406,57
4408,51
4409,8
4409,25
4412,47
4412,83
4420,56
4425,21
4434,34
4434,28
4434,63
4496,30
4496,19
4496,14
4497,9
4497,22
4497,13
4500,14
4500,19
4500,23
4503,35
4503,31
452,48
452,66
452,66
452,46
452,35
452,48
452,73
452,73
452,53
452,53
4530,46
4530,33
4530,24
4530,69
458,49
458,74
458,74
458,25
458,25
4600,55
4600,49
4601,54
4601,59
4602,54
4602,50
4604,60
4604,56
4604,64
461,28
461,28
461,29
461,29
4628,36
4628,13
4628,42
463,8
463,8
468,41
468,41
468,35
468,35
4696,15
4696,26
4701,32
4701,18
4704,36
4704,52
4706,31
472,25
472,72
472,72
472,36
472,36
473,49
473,49
473,52
473,55
473,55
4744,43
4744,54
4744,60
4744,41
4754,20
4754,13
4754,27
4754,16
4754,12
4754,13
4756,11
4781,68
4781,25
4817,14
4817,60
4818,25
4818,56
4818,38
4818,48
4818,32
4818,38
4818,33
4819,64
4819,61
4819,67
4819,53
483,58
4831,37
4831,47
4831,71
4831,51
4831,74
4831,50
4831,41
4831,27
4913,60
4914,34
4914,29
4916,67
4916,52
4916,57
4931,50
4931,69
494,46
494,43
494,43
4989,14
501,17
501,9
501,12
5010,37
5010,29
5010,38
5018,29
5018,68
5018,67
503,46
503,86
503,86
504,16
504,57
504,57
504,21
5040,78
5040,67
5040,65
5105,16
5110,39
5110,42
5126,62
5126,34
5132,17
5137,75
5157,62
5157,24
5201,33
5238,62
526,52
526,52
5261,75
5261,54
5261,67
5266,53
5311,7
5311,21
5317,4
534,25
534,25
534,40
5342,9
5342,8
5346,28
5346,34
536,46
536,81
536,81
5368,27
5368,40
5371,35
5371,46
5371,45
5372,70
5372,70
5379,50
5379,40
5383,52
5389,43
5389,34
5439,28
5439,22
544,29
544,37
544,53
544,53
544,40
5449,17
5450,20
5452,48
5452,24
5452,22
5463,66
5463,72
5463,54
5463,44
548,24
548,24
5548,26
5548,14
5564,41
5564,57
5565,23
5565,38
5569,69
5578,61
5578,24
559,25
559,21
559,21
559,24
559,21
562,44
562,66
562,66
5660,28
5660,28
5667,60
5667,87
5667,91
5668,14
5668,17
5671,39
569,6
569,6
569,20
574,17
574,12
574,12
5764,25
5764,39
5770,58
5770,28
5774,37
5774,34
5778,42
5778,20
5778,20
5782,15
5782,21
5783,48
5785,33
5786,66
5786,71
580,73
580,55
580,61
580,57
580,81
580,53
588,64
5943,14
5954,70
5954,29
5958,68
5958,58
5958,52
5967,68
5967,9
5994,87
6018,28
6018,30
6018,40
6018,26
6050,39
6050,20
6076,43
6076,51
6084,36
6084,33
609,35
609,70
6095,70
6095,34
6100,74
6100,23
614,40
614,44
614,42
614,41
615,46
615,79
6163,18
6163,21
617,8
619,72
619,31
6214,31
6214,22
6214,33
6214,28
6214,35
6218,57
6218,58
622,36
622,61
6229,62
624,47
624,50
6287,44
6299,42
6301,74
6301,41
6308,48
6309,19
6309,15
6310,25
6310,9
6351,38
6351,42
637,31
637,61
6378,32
6378,29
6378,16
6394,14
6394,23
6394,18
6415,19
6415,68
646,38
648,81
648,39
648,39
6490,16
6506,33
6507,48
6507,28
6518,33
6518,63
6533,43
6533,45
6563,43
6563,64
6605,76
6605,30
6628,27
6628,85
6628,43
665,74
665,57
667,22
667,39
6682,17
6682,22
669,71
669,30
6699,28
6699,77
6796,71
6796,51
6832,32
705,69
723,46
723,66
734,68
734,47
739,23
739,20
739,46
739,20
739,20
739,33
739,31
748,42
748,35
748,38
758,54
758,30
758,48
758,25
768,40
768,31
773,59
773,45
773,60
773,53
774,25
774,26
787,51
796,86
801,28
801,30
809,40
809,42
817,73
817,60
817,63
861,39
861,61
871,33
871,27
874,41
874,62
877,44
884,13
884,15
890,53
890,55
890,77
926,78
935,71
935,36
990,43
993,35
993,63
995,28
995,28
10058,79
10058,56
10064,42
10064,38
10139,34
10152,64
10156,62
10156,71
10156,18
10159,45
10159,45
10159,63
10210,47
10210,59
10210,42
10229,41
10229,33
10237,19
10237,28
10237,19
10242,19
10242,23
10244,15
10244,61
10250,43
10250,48
10305,83
10312,28
10312,44
10313,30
10313,29
10316,17
10316,32
10316,23
10317,49
10317,56
10321,59
10321,60
10321,53
10324,26
10326,53
10333,61
10375,51
10375,45
10377,24
10377,31
10382,15
10382,19
10388,85
10405,50
10405,44
10405,51
10433,64
10433,24
10434,36
10439,65
10439,72
10439,27
10445,59
10445,87
10477,36
10477,87
10510,57
10522,94
10522,72
10567,52
10567,62
10583,26
10583,44
10601,24
10601,14
10606,26
10670,45
10670,45
10670,53
10672,46
10681,33
10681,48
10684,20
10717,53
10717,64
10792,54
10802,39
10804,77
10805,49
10812,66
10813,42
10815,45
10816,72
10817,72
10819,31
10822,43
10880,48
10899,63
10899,59
10904,34
10987,55
10987,49
10992,26
10992,53
10994,50
10996,70
11001,19
11010,10
11010,11
11010,10
11012,76
11021,28
11083,36
11083,18
11087,37
11094,52
11094,32
11098,35
11099,61
11099,62
11099,60
11099,69
11103,87
11105,47
11162,28
11162,42
11171,85
11171,47
11189,38
11189,22
11204,9
11204,10
11248,18
11251,64
11258,38
11348,58
11350,42
11391,48
11476,88
5653,42
5653,37
5653,15
5653,20
5653,17
6186,57
6186,61
6186,43
6186,24
6186,60
6186,28
6305,67
6305,79
6305,52
6305,51
6305,64
6305,83
6305,53
6305,61
6305,69
6305,50
6305,48
6305,64
6305,67
6305,59
6305,81
6305,78
6305,57
6618,53
6618,59
6618,48
6676,33
6676,50
6685,78
6685,76
6685,75
6685,51
6707,82
6707,62
6743,55
6743,65
6804,34
6804,30
6804,12
6895,46
6895,31
6919,37
6919,49
6919,50
6922,12
6922,15
6974,59
6975,62
6975,48
6975,70
6975,65
6982,31
6982,41
6990,12
7007,41
7007,31
7023,34
7023,67
7023,72
7023,63
7076,61
7076,38
7076,31
7130,32
7130,6
7134,22
7134,35
7142,40
7142,39
7169,58
7169,38
7175,16
7175,38
7176,58
7180,76
7180,67
7180,65
7180,79
7186,54
7186,49
7212,14
7212,20
7225,26
7225,22
7225,21
7240,42
7240,45
7240,32
7272,45
7272,28
7281,62
7285,10
7285,15
7288,24
7288,26
7297,26
7306,44
7306,71
7307,21
7307,42
7367,44
7367,35
7371,23
7376,21
7376,22
7378,57
7389,45
7422,54
7422,47
7422,50
7422,76
7461,39
7461,68
7463,19
7463,49
7463,23
7472,61
7472,41
7472,24
7479,40
7479,30
7481,12
7481,29
7554,48
7554,67
7554,63
7591,25
7623,61
7623,52
7626,65
7626,48
7627,20
7627,53
7641,22
7646,74
7646,30
7702,17
7710,15
7710,50
7717,36
7717,44
7736,34
7736,10
7737,67
7737,64
7742,15
7742,16
7742,18
7742,20
7746,21
7746,28
7758,49
7768,55
7768,29
7770,23
7770,30
7784,55
7784,24
7787,23
7809,65
7809,61
7815,92
7815,65
7815,48
7815,71
7815,85
7816,60
7816,33
7818,40
7818,48
7818,33
7820,73
7820,85
7907,30
7907,27
7909,48
7909,49
7910,59
7910,55
7915,32
7915,29
7917,22
7917,35
7931,41
7931,25
7965,18
7965,61
7981,62
7994,97
7994,70
7994,89
8006,28
8006,18
8051,16
8051,15
8054,53
8054,84
8054,25
8056,15
8056,23
8059,44
8059,12
8063,77
8063,43
8075,23
8075,20
8100,76
8100,17
8113,62
8113,61
8123,38
8147,20
8179,74
8179,64
8187,41
8215,19
8216,65
8217,36
8231,51
8264,68
8264,77
8267,35
8267,48
8305,73
8305,33
8305,56
8305,36
8307,21
8307,21
8310,12
8310,38
8331,25
8331,2.00E+01
8332,43
8332,76
8332,66
8346,14
8346,15
8347,49
8356,22
8356,28
8362,72
8362,38
8362,41
8363,48
8363,53
8377,58
8377,72
8384,49
8384,64
8384,68
8385,19
8393,53
8393,64
8393,45
8394,73
8394,70
8396,31
8399,52
8399,51
8399,42
8400,28
8400,40
8404,55
8413,85
8413,23
8422,11
8422,14
8422,16
8442,10
8463,80
8463,56
8463,34
8464,27
8464,27
8470,43
8470,29
8470,33
8473,22
8473,20
8517,50
8517,30
8526,41
8533,82
8533,70
8533,55
8582,55
8582,50
8582,36
8588,64
8588,47
8590,48
8590,36
8598,23
8598,45
8598,79
8621,31
8621,35
8625,15
8625,9
8625,18
8632,67
8659,39
8668,40
8668,51
8689,40
8689,52
8696,19
8696,26
8711,29
8720,22
8720,19
8731,41
8733,11
8733,19
8735,20
8735,20
8736,17
8736,13
8745,22
8745,37
8752,63
8752,55
8760,32
8816,57
8831,44
8831,68
8837,40
8837,36
8883,22
8883,34
8892,74
8892,32
8896,75
8896,33
8901,47
8917,84
8917,69
8917,42
8917,72
8953,28
8968,65
8968,52
8968,73
8968,72
8968,73
8968,70
8980,39
8981,34
8981,25
8981,17
8981,32
8981,26
8981,30
8981,24
8987,54
8989,29
8989,26
8989,19
8989,18
8989,28
9023,34
9023,22
9023,26
9031,38
9031,59
9032,54
9032,21
9036,63
9036,64
9040,19
9040,21
9040,14
9045,31
9045,52
9077,32
9077,23
9088,21
9088,65
9088,55
9093,81
9093,45
9098,82
9108,21
9108,19
9111,27
9136,21
9136,14
9142,16
9145,28
9145,26
9154,20
9154,55
9156,29
9156,56
9156,24
9157,10
9157,14
9165,10
9187,53
9187,75
9187,35
9234,15
9247,69
9247,26
9247,30
9252,35
9252,66
9273,59
9275,76
9275,61
9275,57
9276,78
9277,20
9277,17
9282,33
9282,30
9285,34
9285,35
9286,78
9288,39
9288,61
9295,82
9295,46
9295,45
9306,35
9306,32
9307,81
9307,57
9312,90
9312,42
9315,55
9315,58
9347,74
9347,48
9348,20
9348,33
9349,68
9350,70
9350,53
9350,42
9350,50
9350,43
9350,42
9388,12
9388,13
9388,18
9388,15
9390,47
9390,59
9390,72
9397,43
9397,47
9397,74
9398,20
9398,14
9398,25
9422,53
9422,65
9422,73
9430,20
9430,39
9430,26
9474,63
9474,48
9474,65
9477,17
9478,62
9478,63
9487,37
9492,30
9492,22
9558,51
9558,81
9560,52
9560,66
9560,69
9580,14
9580,22
9583,63
9583,61
9640,61
9640,51
9649,49
9649,52
9650,13
9650,29
9654,53
9654,59
9655,60
9655,22
9657,46
9657,20
9657,49
9671,28
9680,48
9680,45
9680,41
9681,48
9681,42
9684,41
9684,29
9684,9
9684,41
9684,19
9721,67
9721,25
9734,63
9734,65
9735,32
9735,64
9738,51
9738,72
9741,49
9741,49
9741,65
9746,70
9746,52
9748,68
9758,30
9758,38
9798,52
9798,43
9816,13
9816,14
9821,53
9821,66
9827,57
9886,59
9886,36
9886,50
9917,13
9917,43
9917,29
9917,29
9917,23
9930,10
9930,7
9932,40
9932,36
9947,24
9947,12
9981,75
9981,84
9983,47
9985,59
9987,85
9987,60
9991,49
9991,38
9996,57
9996,84
9996,70
9996,62
10444,54
10444,77
10444,83
10444,78
10444,63
10520,65
10520,74
10520,65
10520,72
10520,77
10520,64
10520,84
10520,77
10520,82
10520,63
10520,72
10520,82
10520,72
10586,42
10586,28
10586,24
10586,42
10586,31
10586,39
10798,71
10870,43
10870,72
10870,73
10870,61
10870,61
10915,79
10915,78
10915,72
10915,65
10915,68
10915,74
10915,77
10915,67
10915,44
10915,30
10915,42
10965,20
10965,45
10999,30
10999,65
11009,40
11009,24
11013,13
11013,13
11013,17
11013,13
11013,27
11013,17
11013,17
11049,37
11049,41
11049,43
11112,36
11142,63
11142,55
11142,64
11142,64
11157,73
11157,60
11157,62
11157,54
11179,44
11181,51
11181,48
11186,75
11186,22
11202,39
11202,61
11249,24
11249,17
11249,15
11250,65
11250,79
11250,82
11250,85
11250,92
11250,76
11256,83
11256,29
11257,42
11257,75
11257,77
11257,33
11262,21
11262,42
11265,41
11265,40
11267,50
11267,28
11267,31
11270,58
11270,78
11271,11
11271,16
11271,28
11336,25
11337,39
11344,17
11346,60
11346,56
11346,31
11346,71
11346,59
11346,67
11346,54
11346,64
11347,50
11347,37
11357,43
11357,85
11357,56
11366,82
11366,60
11371,53
11371,63
11383,37
11383,87
11385,25
11385,40
11385,37
11385,34
11393,75
11393,43
11433,38
11433,54
11433,54
11433,67
11433,36
11438,39
11438,41
11449,52
11449,49
11449,60
11455,37
11456,53
11456,89
11460,51
11466,65
11466,32
11470,50
11503,27
11528,30
11528,20
11528,20
11537,36
11539,31
11539,38
11550,47
11558,27
11575,17
11575,30
11578,71
11578,78
11578,63
11578,78
11587,29
11587,32
11587,27
11602,24
11602,51
11611,24
11645,20
11653,69
11653,69
11654,73
11654,63
11654,66
11658,61
11664,11
11664,20
11668,53
11668,27
11698,72
11698,45
11739,56
11740,37
11740,40
11741,69
11742,58
11742,63
11742,35
11746,82
11746,44
11746,58
11750,89
11750,55
11751,19
11758,87
11758,35
11763,53
11767,36
11767,26
11768,72
11768,75
11768,80
11768,89
11768,79
11768,62
11769,58
11769,77
11798,30
11805,64
11805,80
11808,26
11810,70
11824,89
11824,37
11847,58
11847,48
11847,59
11862,28
11890,29
11890,19
11890,54
11890,60
11890,19
11891,83
11891,78
11894,26
11895,71
11895,66
11899,18
11899,27
11899,18
11900,53
11900,60
11901,29
11901,44
11903,31
11903,40
11903,46
11907,54
11907,44
11907,32
11907,37
11909,48
11957,46
11957,58
11962,56
11967,60
11983,61
11991,64
11991,77
