1025,15.0
1054,37.9
1103,18.1
1104,9.3
1109,14
1109,19.1
1109,29
1127,14
1139,20.7
1163,10.5
1168,38.4
1172,15.8
1173,13.1
1211,20
1211,60
1211,29
1212,18
1213,18
1217,42
1224,19
1263,33
1271,26
1275,12
1276,22
1281,23
1281,33
1352,15
1364,9
1367,17
1431,13
1456,9
1464,10
1465,16
1516,10
1517,12
1556,27
1618,10
1650,52
1650,21
1658,16
1670,22
1687,8
1688,11
1702,35
1705,8
1756,9
1780,8
1783,14
1784,14
1821,10
1830,8
1894,7
1935,22
1944,24
1956,4
1969,21
1994,13
1996,6
2046,14
2058,11
2062,14
2063,51
2063,83
2063,315
2124,12
2133,42
2138,17
2145,28
2145,54
2145,46
2156,10
2210,28
2218,27
2219,30
2290,5
2291,9
2292,15
2297,7
2366,37
2369,25
2371,20
2387,18
2397,41
2399,24
2400,12
2401,16
2420,8
2453,10
2551,12
2587,12
2664,33
2665,13
2666,54
2667,9
2674,15
2739,33
2760,13
2782,10
2836,20
2847,22
2919,10
2921,13
2923,34
2924,11
2951,16
2964,13
2968,12
2969,16
3018,14
302,9.3
302,9.3
302,16.6
302,16.6
3031,9
3085,16
3111,17
3114,9
3204,11
3209,75
3216,12
3219,14
3221,11
3315,19
3382,11
3389,15
3390,27
3394,17
3399,18
3461,22
3490,20
3528,31
3531,30
3558,19
3561,12
3570,11
3583,10
3598,10
3675,9
3682,18
3689,29
3694,9
3706,29
3768,33
3768,17
3769,33
3769,59
3776,14
3787,13
3853,15
3864,9
3867,8
3946,8
3960,10
3971,13
3972,16
3974,31
3976,25
4063,6
4086,13
4092,20
4139,12
4177,12
4185,17
4201,16
4204,15
4211,11
4289,14
4290,9
4292,34
4299,20
4303,12
4315,15
4323,15
436,17.4
436,17.4
4404,11
4406,12
4408,14
4409,15
4412,12
4420,11
4425,13
4434,21
4496,18
4497,17
4500,24
4503,11
452,19.4
452,238.3
452,19.4
452,2.5
452,2.5
452,59.7
4530,20
4530,27
458,41.5
458,41.5
4600,7
4601,10
4602,7
4602,7
4604,26
461,12
461,12
4628,28
463,14.8
463,14.8
468,14.1
468,14.1
4696,22
4701,12
4704,10
4706,10
472,23.2
472,23.2
473,28.5
473,122.1
473,122.1
4744,12
4754,25
4756,32
4781,19
4817,17
4818,146
4818,93
4818,11
4819,23
483,21.8
483,21.8
4831,10
4831,13
4913,7
4914,13
4916,10
4931,16
4931,11
494,14.5
494,14.5
4989,17
501,24.7
501,24.7
5010,12
5018,12
503,11.6
503,11.6
504,25.5
504,25.5
5040,37
5105,22
5110,9
5126,10
5132,67
5137,14
5157,8
5201,11
5238,13
526,9
526,9
5261,8
5266,9
5311,29
5317,159
5317,49
534,11.4
534,11.4
5342,38
5346,11
536,5.9
536,5.9
5368,36
5371,11
5372,11
5379,17
5383,9
5389,14
5439,11
544,11.9
544,11.9
5449,12
5450,29
5452,10
5463,20
5463,14
548,19.4
548,19.4
5548,21
5564,7
5564,8
5565,15
5569,10
5578,21
559,38.2
559,52.1
559,52.1
562,9
5660,12
5667,25
5668,20
5671,9
569,19.3
574,17.5
5764,72
5764,32
5770,15
5774,8
5778,18
5782,50
5783,14
